timestamp,virtual_ip,packet_size,response_time_ms,status,epoch_id
2025-08-12 19:11:37.381,10.10.1.28,64,timeout,failed,35
2025-08-12 19:11:40.387,10.10.1.40,64,timeout,failed,35
2025-08-12 19:11:43.393,10.10.1.26,256,timeout,failed,35
2025-08-12 19:11:46.399,10.10.1.28,256,timeout,failed,35
2025-08-12 19:11:49.404,10.10.1.40,256,timeout,failed,35
2025-08-12 19:11:52.410,10.10.1.26,512,timeout,failed,35
2025-08-12 19:11:55.416,10.10.1.28,512,timeout,failed,35
2025-08-12 19:11:58.421,10.10.1.40,512,timeout,failed,35
2025-08-12 19:12:03.534,10.10.1.30,64,3.802,success,36
2025-08-12 19:12:03.545,10.10.1.31,64,3.974,success,36
2025-08-12 19:12:03.556,10.10.1.42,64,5.716,success,36
2025-08-12 19:12:03.570,10.10.1.30,256,3.946,success,36
2025-08-12 19:12:03.581,10.10.1.31,256,4.096,success,36
2025-08-12 19:12:03.592,10.10.1.42,256,6.513,success,36
2025-08-12 19:12:03.606,10.10.1.30,512,3.868,success,36
2025-08-12 19:12:03.617,10.10.1.31,512,3.932,success,36
2025-08-12 19:12:03.629,10.10.1.42,512,6.496,success,36
